Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
466,-0.3125,0,-0.25,-0.1855469,0.07177734,0.9780273,0.06982422,-0.1181641,-0.2148438
467,-0.25,0.125,-0.375,-0.1816406,0.06005859,0.9858398,0.06982422,-0.1152344,-0.2148438
469,-0.375,0.375,-0.25,-0.1855469,0.06787109,0.9897461,0.06835938,-0.1166992,-0.2148438
470,-0.4375,0.1875,-0.375,-0.1855469,0.06787109,0.9780273,0.06835938,-0.1166992,-0.2148438
472,-0.25,0.375,-0.25,-0.1855469,0.06005859,0.9858398,0.06835938,-0.1181641,-0.2133789
473,-0.8125,0.1875,-0.4375,-0.1777344,0.07177734,0.9897461,0.06835938,-0.1181641,-0.2133789
475,-0.6875,0.3125,-0.4375,-0.1894531,0.06396484,0.9858398,0.06835938,-0.1181641,-0.2133789
476,-0.5,0.3125,-0.5625,-0.1855469,0.06396484,0.9819336,0.06835938,-0.1166992,-0.2163086
478,-0.625,0.5,-0.5625,-0.1894531,0.06005859,0.9936523,0.06689453,-0.1137695,-0.2148438
479,-0.6875,0.4375,-0.5,-0.1855469,0.07177734,0.9780273,0.06689453,-0.1137695,-0.2148438
481,-0.625,0.125,-0.5625,-0.1816406,0.06396484,0.9819336,0.06835938,-0.1166992,-0.2148438
482,-0.9375,0.4375,-0.625,-0.1855469,0.06396484,0.9858398,0.06835938,-0.1152344,-0.2148438
484,-0.8125,0.3125,-0.5,-0.1894531,0.06396484,0.9936523,0.06835938,-0.1152344,-0.2148438
485,-0.9375,0.25,-0.6875,-0.1894531,0.06787109,0.9897461,0.06835938,-0.1166992,-0.2148438
487,-0.9375,0.4375,-0.6875,-0.1894531,0.06005859,0.9897461,0.06835938,-0.1152344,-0.2148438
488,-0.9375,0.375,-0.875,-0.1816406,0.06005859,0.9936523,0.06835938,-0.1152344,-0.2148438
490,-0.625,0.1875,-0.5,-0.1894531,0.06005859,0.9936523,0.06689453,-0.1152344,-0.2148438
491,-0.6875,0.5,-0.625,-0.1816406,0.06396484,0.9897461,0.06835938,-0.1152344,-0.2177734
493,-0.6875,0.3125,-0.5,-0.1894531,0.06396484,0.9858398,0.06835938,-0.1152344,-0.2177734
494,-0.9375,0.375,-0.5625,-0.1816406,0.06787109,0.9936523,0.06835938,-0.1181641,-0.2177734
496,-1,0.1875,-0.5,-0.1928711,0.06787109,0.9975586,0.06982422,-0.1166992,-0.2163086
497,-1.0625,0.125,-0.75,-0.1894531,0.06787109,0.9897461,0.06982422,-0.1166992,-0.2163086
499,-1,0.3125,-0.625,-0.1855469,0.06005859,0.9858398,0.06835938,-0.1166992,-0.2133789
500,-0.8125,0.25,-0.5,-0.1894531,0.05615234,0.9897461,0.06835938,-0.1166992,-0.2163086
502,-0.75,0.25,-0.5625,-0.1855469,0.05615234,0.9858398,0.06835938,-0.1166992,-0.2163086
505,-0.6875,0.25,-0.375,-0.1855469,0.06396484,0.9858398,0.06689453,-0.1166992,-0.2163086
507,-1.0625,0.1875,-0.375,-0.1894531,0.05615234,0.9897461,0.06982422,-0.1166992,-0.2163086
508,-0.75,0,-0.6875,-0.1855469,0.06396484,0.9819336,0.06982422,-0.1166992,-0.2163086
510,-0.9375,0.3125,-0.6875,-0.1816406,0.06396484,0.9858398,0.06835938,-0.1152344,-0.2148438
511,-0.875,0.0625,-0.5625,-0.1855469,0.06005859,0.9819336,0.06835938,-0.1152344,-0.2148438
513,-0.9375,0.1875,-0.5625,-0.1816406,0.05615234,0.9936523,0.06835938,-0.1152344,-0.2148438
514,-0.8125,0.5,-0.5625,-0.1894531,0.06005859,0.9897461,0.06835938,-0.1166992,-0.2163086
516,-0.875,0.3125,-0.625,-0.1894531,0.06787109,0.9819336,0.06982422,-0.1181641,-0.2148438
517,-0.9375,0.125,-0.75,-0.1894531,0.06396484,0.9858398,0.06982422,-0.1181641,-0.2148438
519,-0.9375,0.1875,-0.6875,-0.1855469,0.06787109,0.9858398,0.06982422,-0.1152344,-0.2163086
520,-0.875,0.125,-0.75,-0.1894531,0.06396484,0.9858398,0.06689453,-0.1152344,-0.2148438
522,-1,0.3125,-0.75,-0.1855469,0.06396484,0.9897461,0.06689453,-0.1152344,-0.2148438
523,-0.9375,-0.75,-0.6875,-0.2006836,0.06005859,0.9628906,0.06982422,-0.1152344,-0.2133789
525,-0.8125,0.25,-0.6875,-0.1621094,0.05615234,0.9936523,0.06835938,-0.1152344,-0.2163086
526,-0.8125,0.75,-0.75,-0.2006836,0.06396484,0.9897461,0.06835938,-0.1152344,-0.2163086
528,-0.6875,-0.0625,-0.75,-0.1967773,0.06396484,0.9897461,0.06835938,-0.1166992,-0.2163086
529,-0.4375,0.125,-0.625,-0.1777344,0.05224609,0.9975586,0.06591797,-0.1152344,-0.2148438
531,-0.375,0.375,-0.6875,-0.1894531,0.05615234,0.9819336,0.06591797,-0.1152344,-0.2148438
532,-0.0625,0.0625,-0.375,-0.1928711,0.05224609,0.9858398,0.06835938,-0.1152344,-0.2124023
534,-0.0625,0.1875,-0.1875,-0.1816406,0.05615234,0.9819336,0.06835938,-0.1137695,-0.2163086
535,0,0.1875,-0.125,-0.1894531,0.06005859,0.9858398,0.06835938,-0.1137695,-0.2163086
537,0.1875,0.0625,-0.125,-0.1816406,0.05615234,0.9858398,0.06689453,-0.1152344,-0.2177734
538,0,0.1875,-0.4375,-0.1894531,0.06787109,0.9819336,0.06835938,-0.1166992,-0.2163086
540,-0.125,0.1875,-0.25,-0.1855469,0.06396484,0.9936523,0.06835938,-0.1166992,-0.2163086
541,-0.1875,0,-0.375,-0.1894531,0.06396484,0.9858398,0.06689453,-0.1166992,-0.2192383
543,0,0,-0.375,-0.1928711,0.05615234,0.9897461,0.06835938,-0.1137695,-0.2163086
544,0,-0.0625,-0.1875,-0.1894531,0.05615234,0.9936523,0.06835938,-0.1137695,-0.2163086
546,0,-0.25,-0.1875,-0.1816406,0.05615234,0.9975586,0.06835938,-0.1152344,-0.2148438
547,0.0625,0,-0.25,-0.1855469,0.06396484,0.9819336,0.06982422,-0.1166992,-0.2148438
549,0.0625,-0.25,-0.1875,-0.1816406,0.06396484,0.9936523,0.06982422,-0.1166992,-0.2148438
550,0.125,-0.125,-0.125,-0.1894531,0.06005859,0.9936523,0.06689453,-0.1152344,-0.2177734
552,0.125,-0.25,-0.125,-0.1855469,0.06396484,0.9819336,0.06835938,-0.1152344,-0.2163086
553,0.25,-0.4375,-0.1875,-0.1894531,0.05615234,0.9897461,0.06835938,-0.1152344,-0.2163086
555,0.0625,-0.3125,0,-0.1928711,0.06787109,0.9897461,0.06835938,-0.1152344,-0.2148438
556,0.1875,-0.5625,-0.1875,-0.1816406,0.06005859,0.9936523,0.06835938,-0.1152344,-0.2163086
558,0.1875,-0.375,-0.0625,-0.1928711,0.05615234,0.9858398,0.06835938,-0.1152344,-0.2163086
559,0.25,-0.375,-0.25,-0.1928711,0.06396484,0.9858398,0.06689453,-0.1166992,-0.2148438
561,0,-0.6875,0,-0.1894531,0.06396484,0.9858398,0.06835938,-0.1152344,-0.2163086
562,-0.1875,-0.375,-0.1875,-0.1777344,0.06005859,0.9897461,0.06835938,-0.1152344,-0.2163086
564,-0.125,-0.25,-0.125,-0.1894531,0.06787109,0.9858398,0.06689453,-0.1137695,-0.2177734
565,-0.125,-0.4375,-0.3125,-0.1855469,0.06005859,0.9780273,0.06835938,-0.1137695,-0.2177734
567,-0.3125,-0.375,-0.1875,-0.1967773,0.06787109,0.9780273,0.06835938,-0.1137695,-0.2177734
568,-0.375,-0.1875,-0.25,-0.1855469,0.06005859,0.9897461,0.06835938,-0.1152344,-0.2163086
570,-0.375,-0.125,-0.25,-0.1894531,0.06005859,0.9897461,0.06982422,-0.1137695,-0.2163086
571,-0.5,-0.0625,-0.1875,-0.1855469,0.06787109,0.9780273,0.06982422,-0.1137695,-0.2163086
573,-0.5625,-0.25,-0.3125,-0.1855469,0.06396484,0.9897461,0.06835938,-0.1152344,-0.2163086
574,-0.4375,-0.125,-0.4375,-0.1855469,0.07177734,0.9819336,0.06835938,-0.1166992,-0.2163086
576,-1.0625,0.0625,-0.5625,-0.1855469,0.07177734,0.9897461,0.06835938,-0.1166992,-0.2163086
577,-0.9375,0.125,-0.6875,-0.1777344,0.06787109,0.9936523,0.06982422,-0.1166992,-0.2148438
579,-1.125,-0.0625,-0.5,-0.1855469,0.06005859,0.9975586,0.06835938,-0.1152344,-0.2177734
580,-1,-0.0625,-0.5625,-0.1816406,0.06005859,0.9858398,0.06835938,-0.1152344,-0.2177734
582,-1.3125,-0.0625,-0.8125,-0.1928711,0.06005859,0.9858398,0.06835938,-0.1152344,-0.2148438
583,-1.1875,-0.0625,-0.75,-0.1894531,0.06005859,0.9858398,0.06835938,-0.1152344,-0.2148438
585,-1.1875,-0.125,-0.5625,-0.1894531,0.06005859,0.9858398,0.06835938,-0.1152344,-0.2148438
586,-1.375,-0.125,-0.8125,-0.1894531,0.07177734,0.9975586,0.06689453,-0.1137695,-0.2148438
588,-1.4375,0.1875,-0.8125,-0.1816406,0.05615234,0.9897461,0.06835938,-0.1152344,-0.2163086
589,-1.5625,0,-0.8125,-0.1894531,0.07177734,0.9780273,0.06835938,-0.1152344,-0.2163086
591,-1.6875,-0.25,-0.8125,-0.1894531,0.05224609,0.9975586,0.06689453,-0.1152344,-0.2163086
592,-1.375,0.1875,-0.875,-0.1855469,0.05615234,0.9936523,0.06689453,-0.1152344,-0.2148438
594,-1.4375,0.0625,-0.9375,-0.1894531,0.05615234,0.9897461,0.06689453,-0.1152344,-0.2148438
595,-1.375,0,-1,-0.1816406,0.06396484,0.9858398,0.06689453,-0.1137695,-0.2148438
597,-1.5,0,-0.8125,-0.1855469,0.06005859,0.9975586,0.06835938,-0.1152344,-0.2148438
598,-1.4375,0,-0.8125,-0.1894531,0.06005859,0.9858398,0.06835938,-0.1152344,-0.2148438
600,-1.1875,-0.1875,-0.9375,-0.1894531,0.06787109,0.9975586,0.06835938,-0.1137695,-0.2177734
602,-1.3125,-0.125,-0.875,-0.1894531,0.06005859,1.001465,0.06689453,-0.1137695,-0.2163086
604,-1.125,0.0625,-0.8125,-0.1855469,0.05615234,0.9780273,0.06689453,-0.1137695,-0.2163086
605,-1.375,-0.4375,-0.8125,-0.1855469,0.06396484,0.9819336,0.06835938,-0.1137695,-0.2163086
607,-1.5,0,-1.0625,-0.1855469,0.05615234,0.9975586,0.06689453,-0.1152344,-0.2163086
608,-1.4375,0,-1.125,-0.1894531,0.05224609,0.9897461,0.06689453,-0.1152344,-0.2163086
610,-1.1875,-0.5,-1.0625,-0.1928711,0.06787109,0.9858398,0.06835938,-0.1166992,-0.2148438
611,-1.5,0.25,-0.9375,-0.1855469,0.04833984,1.016602,0.06835938,-0.1152344,-0.2163086
613,-1.375,-0.3125,-0.9375,-0.1894531,0.06787109,0.9667969,0.06835938,-0.1152344,-0.2163086
614,-1.625,-0.625,-1.125,-0.1855469,0.06396484,0.9858398,0.06835938,-0.1152344,-0.2192383
616,-1.8125,0.3125,-1.1875,-0.1777344,0.06787109,1.001465,0.06835938,-0.1152344,-0.2177734
617,-1.9375,0.1875,-1.125,-0.1928711,0.07177734,0.9780273,0.06835938,-0.1152344,-0.2177734
619,-2.125,0,-1.3125,-0.1816406,0.06396484,0.9858398,0.06689453,-0.1137695,-0.2163086
620,-2.5,-0.3125,-1.3125,-0.1928711,0.06396484,0.9975586,0.06689453,-0.1152344,-0.2163086
622,-2.5,-0.25,-1.5625,-0.1967773,0.05615234,0.9897461,0.06689453,-0.1152344,-0.2163086
623,-2.1875,-0.625,-1.5,-0.1894531,0.06005859,0.9741211,0.06689453,-0.1152344,-0.2177734
625,-2.25,-0.375,-1.375,-0.1816406,0.05224609,0.9897461,0.06689453,-0.1152344,-0.2163086
626,-2.1875,-0.1875,-1.25,-0.1928711,0.06005859,0.9897461,0.06689453,-0.1152344,-0.2163086
628,-2.125,-0.25,-1.375,-0.1816406,0.05615234,0.9858398,0.06982422,-0.1152344,-0.2163086
629,-1.875,-0.25,-1.125,-0.1816406,0.05224609,0.9936523,0.06689453,-0.1152344,-0.2177734
631,-1.9375,-0.4375,-1.3125,-0.1928711,0.05224609,0.9897461,0.06689453,-0.1152344,-0.2177734
632,-1.75,-0.5,-1,-0.1967773,0.04833984,0.9897461,0.06591797,-0.1152344,-0.2148438
634,-1.5625,-0.8125,-0.9375,-0.1855469,0.04833984,0.9819336,0.06689453,-0.1181641,-0.2148438
635,-1.5,-0.8125,-0.875,-0.1894531,0.05615234,0.9897461,0.06689453,-0.1181641,-0.2148438
637,-1.625,-0.25,-0.875,-0.1816406,0.05615234,0.9819336,0.06689453,-0.1152344,-0.2163086
638,-1.375,-0.1875,-0.875,-0.1816406,0.05224609,0.9780273,0.06689453,-0.1137695,-0.2177734
640,-1.5625,-0.3125,-0.875,-0.1855469,0.05224609,0.9858398,0.06689453,-0.1137695,-0.2177734
641,-1.375,0,-0.8125,-0.1855469,0.05615234,0.9936523,0.06689453,-0.112793,-0.2192383
643,-1.5,-0.125,-0.75,-0.1816406,0.04833984,0.9819336,0.06982422,-0.1137695,-0.2192383
644,-1.125,-0.125,-0.8125,-0.1855469,0.05224609,0.9858398,0.06982422,-0.1137695,-0.2192383
646,-1,-0.4375,-0.4375,-0.1894531,0.04833984,0.9897461,0.06689453,-0.112793,-0.2163086
647,-0.75,-0.1875,-0.5625,-0.1894531,0.04833984,0.9858398,0.06835938,-0.1113281,-0.2163086
649,-0.75,-0.5,-0.5,-0.1928711,0.05224609,0.9819336,0.06835938,-0.1113281,-0.2163086
650,-0.625,-0.25,-0.5,-0.1816406,0.05615234,0.9819336,0.06689453,-0.1137695,-0.2177734
652,-0.6875,-0.125,-0.5,-0.1855469,0.05615234,0.9780273,0.06982422,-0.1152344,-0.2177734
653,-0.875,-0.1875,-0.4375,-0.1855469,0.05224609,0.9858398,0.06982422,-0.1152344,-0.2177734
655,-0.5625,0,-0.5625,-0.1894531,0.05224609,0.9936523,0.06982422,-0.1152344,-0.2163086
656,-0.5625,0,-0.5625,-0.1816406,0.04833984,0.9819336,0.06982422,-0.1137695,-0.2192383
658,-0.25,-0.1875,-0.375,-0.1855469,0.05615234,0.9858398,0.06982422,-0.1137695,-0.2192383
659,-0.1875,-0.3125,-0.4375,-0.1816406,0.05615234,0.9858398,0.06835938,-0.1137695,-0.2163086
661,0,-0.3125,-0.375,-0.1855469,0.06005859,0.9897461,0.06689453,-0.112793,-0.2192383
662,0,-0.1875,-0.3125,-0.1777344,0.05224609,0.9780273,0.06689453,-0.112793,-0.2192383
664,0,-0.125,-0.375,-0.1777344,0.04833984,0.9858398,0.06835938,-0.112793,-0.2177734
665,0.125,0,-0.3125,-0.1816406,0.05615234,0.9858398,0.06689453,-0.112793,-0.2148438
667,0,0.3125,-0.125,-0.1738281,0.04443359,0.9936523,0.06689453,-0.112793,-0.2148438
668,0.875,0.375,-0.125,-0.1928711,0.04052734,0.9819336,0.06835938,-0.112793,-0.2163086
670,0.75,-0.625,-0.0625,-0.2006836,0.05224609,0.9897461,0.07080078,-0.1137695,-0.2177734
671,1.0625,-0.375,-0.1875,-0.1816406,0.04443359,0.9975586,0.07080078,-0.1137695,-0.2177734
673,1.125,-0.375,0.25,-0.1894531,0.05615234,0.9819336,0.06835938,-0.1137695,-0.2163086
674,1.125,-0.375,0.125,-0.1855469,0.06005859,0.9819336,0.06835938,-0.1152344,-0.2163086
676,0.5,0.25,0,-0.1699219,0.06005859,0.9780273,0.06835938,-0.1152344,-0.2163086
677,0.9375,0.1875,0,-0.2006836,0.05615234,0.9858398,0.06835938,-0.1152344,-0.2192383
679,0.25,-0.8125,-0.1875,-0.1967773,0.07177734,0.9741211,0.06835938,-0.1137695,-0.2148438
680,-0.0625,-0.1875,-0.375,-0.1777344,0.06787109,0.9897461,0.06835938,-0.1137695,-0.2148438
682,-0.375,-0.25,-0.625,-0.1777344,0.06787109,0.9707031,0.06982422,-0.1137695,-0.2177734
683,-1.1875,-0.25,-0.5625,-0.1777344,0.07568359,0.9819336,0.06982422,-0.1137695,-0.2163086
685,-0.9375,0,-0.75,-0.1967773,0.06396484,0.9975586,0.06982422,-0.1137695,-0.2163086
686,-1.625,-0.9375,-1,-0.1928711,0.06787109,0.9897461,0.06835938,-0.1137695,-0.2192383
688,-1.6875,-0.8125,-0.9375,-0.1777344,0.05615234,0.9858398,0.06835938,-0.1137695,-0.2163086
689,-1.75,-1,-1.125,-0.1855469,0.05224609,0.9897461,0.06835938,-0.1137695,-0.2163086
691,-2,-1.3125,-0.9375,-0.1928711,0.06005859,0.9819336,0.06689453,-0.1152344,-0.2192383
692,-2.4375,-1,-1.1875,-0.1816406,0.06005859,0.9858398,0.06835938,-0.1137695,-0.2163086
694,-2.625,-0.6875,-1.25,-0.1738281,0.06396484,0.9858398,0.06835938,-0.1137695,-0.2163086
695,-2.9375,-0.8125,-1.5,-0.1855469,0.06787109,0.9780273,0.06835938,-0.1137695,-0.2163086
697,-3.25,-0.75,-1.5,-0.1816406,0.06005859,0.9819336,0.06835938,-0.112793,-0.2177734
700,-3.5625,-0.75,-1.4375,-0.1816406,0.06396484,0.9819336,0.06835938,-0.112793,-0.2177734
702,-4.25,0,-1.8125,-0.1738281,0.05224609,0.9858398,0.06982422,-0.112793,-0.2177734
703,-4.125,-0.375,-1.9375,-0.2124023,0.06396484,0.9780273,0.06591797,-0.1113281,-0.2192383
705,-4.5625,-1.375,-1.9375,-0.1894531,0.07958984,0.9936523,0.06591797,-0.1113281,-0.2192383
706,-4.9375,-0.625,-2.0625,-0.1777344,0.05224609,0.9858398,0.06689453,-0.112793,-0.2177734
708,-5,-0.5625,-2.25,-0.1816406,0.05615234,0.9858398,0.06835938,-0.1137695,-0.2192383
709,-5.3125,-0.8125,-2.375,-0.1816406,0.06005859,0.9936523,0.06835938,-0.1137695,-0.2192383
711,-5.375,-0.5625,-2.5,-0.1816406,0.06005859,0.9819336,0.06689453,-0.112793,-0.2177734
712,-5.8125,-0.5625,-2.5,-0.1894531,0.05224609,0.9858398,0.06689453,-0.1113281,-0.2148438
714,-5.8125,-0.625,-2.375,-0.1816406,0.05615234,0.9897461,0.06689453,-0.1113281,-0.2148438
715,-5.875,-0.5,-2.3125,-0.1816406,0.04833984,0.9858398,0.06591797,-0.112793,-0.2163086
717,-5.75,0,-2.3125,-0.1699219,0.03662109,0.9897461,0.06982422,-0.1113281,-0.2163086
718,-5.25,-0.625,-2.25,-0.2084961,0.03320313,0.9975586,0.06982422,-0.1113281,-0.2163086
720,-5.125,-1.625,-2.0625,-0.1894531,0.04833984,0.9897461,0.06835938,-0.112793,-0.2202148
721,-5.125,-0.9375,-1.8125,-0.1738281,0.03662109,0.9858398,0.06689453,-0.112793,-0.2216797
723,-5.3125,-0.875,-2,-0.1621094,0.05224609,0.9741211,0.06689453,-0.112793,-0.2216797
724,-4.8125,-0.5625,-1.9375,-0.1816406,0.03662109,0.9936523,0.06835938,-0.112793,-0.2177734
726,-4.5,-1,-1.75,-0.1894531,0.04052734,0.9897461,0.06835938,-0.112793,-0.2192383
727,-4.0625,-0.625,-1.375,-0.1816406,0.02148438,0.9897461,0.06835938,-0.112793,-0.2192383
729,-3.75,-0.75,-1.1875,-0.1855469,0.02929688,0.9819336,0.06689453,-0.1098633,-0.2192383
730,-3.0625,-1.1875,-1,-0.1894531,0.03662109,0.9975586,0.06689453,-0.1113281,-0.2177734
732,-2.625,-0.875,-0.8125,-0.1894531,0.03662109,0.9897461,0.06689453,-0.1113281,-0.2177734
733,-2.5625,-1.375,-0.625,-0.1928711,0.03662109,0.9897461,0.06835938,-0.1113281,-0.2177734
735,-2.25,-1.375,-0.5,-0.1894531,0.04443359,0.9819336,0.06835938,-0.112793,-0.2163086
736,-2.125,-1.25,-0.5625,-0.1894531,0.04833984,0.9975586,0.06835938,-0.112793,-0.2163086
738,-2.0625,-1.75,-0.25,-0.1928711,0.04443359,0.9858398,0.06835938,-0.1113281,-0.2177734
739,-2.25,-1.75,-0.375,-0.1855469,0.04833984,0.9858398,0.06835938,-0.1113281,-0.2177734
741,-2.4375,-2.0625,-0.4375,-0.1928711,0.04443359,0.9858398,0.06835938,-0.1113281,-0.2177734
742,-2.6875,-2.125,-0.4375,-0.1855469,0.05615234,0.9858398,0.06689453,-0.1113281,-0.2192383
744,-3.0625,-2,-0.625,-0.1816406,0.06396484,0.9858398,0.06835938,-0.1113281,-0.2148438
745,-3.6875,-1.875,-1.0625,-0.1738281,0.06787109,0.9707031,0.06835938,-0.1113281,-0.2148438
747,-4.1875,-1.375,-1.25,-0.1738281,0.05615234,0.9819336,0.06689453,-0.112793,-0.2163086
748,-4.3125,-1.3125,-1.5625,-0.1816406,0.04833984,0.9819336,0.06835938,-0.1113281,-0.2177734
750,-4.4375,-1.125,-1.5,-0.1816406,0.04833984,0.9936523,0.06835938,-0.1113281,-0.2177734
751,-4.5625,-1.3125,-1.6875,-0.1816406,0.04833984,0.9936523,0.06835938,-0.1098633,-0.2192383
753,-4.375,-1,-1.625,-0.1816406,0.04052734,0.9858398,0.06835938,-0.1113281,-0.2177734
754,-4.5625,-0.875,-1.5,-0.1894531,0.02929688,1.001465,0.06835938,-0.1113281,-0.2177734
756,-4.5,-1.9375,-1.5625,-0.1816406,0.03320313,0.9858398,0.06982422,-0.1113281,-0.2202148
757,-4.375,-0.375,-1.5625,-0.1660156,0.03662109,0.9936523,0.06835938,-0.112793,-0.2202148
759,-4.25,-0.75,-1.375,-0.1928711,0.04443359,0.9819336,0.06835938,-0.112793,-0.2202148
760,-4.1875,-1.375,-1.4375,-0.1928711,0.04833984,1.001465,0.06689453,-0.1098633,-0.2192383
762,-4.125,-1,-1.375,-0.1816406,0.04052734,0.9975586,0.06982422,-0.112793,-0.2192383
763,-3.9375,-0.9375,-1.3125,-0.1816406,0.03320313,0.9897461,0.06982422,-0.112793,-0.2192383
765,-3.6875,-1.25,-1.1875,-0.1855469,0.02929688,1.001465,0.06591797,-0.1098633,-0.2192383
766,-3.5625,-1.3125,-1.25,-0.1855469,0.03320313,0.9975586,0.06689453,-0.1098633,-0.2177734
768,-2.875,-1.5625,-1.125,-0.1928711,0.02148438,0.9936523,0.06689453,-0.1098633,-0.2177734
769,-2.6875,-2,-0.6875,-0.1894531,0.02929688,0.9975586,0.06982422,-0.1098633,-0.2192383
771,-2.1875,-2.0625,-0.625,-0.1894531,0.02539063,0.9975586,0.06835938,-0.1098633,-0.2202148
772,-2,-2.4375,-0.1875,-0.1967773,0.01367188,0.9975586,0.06835938,-0.1098633,-0.2202148
774,-1.25,-3.125,0.3125,-0.1967773,0.01367188,0.9858398,0.06835938,-0.1098633,-0.2177734
775,-0.5,-3.75,0.375,-0.1928711,0.02539063,0.9897461,0.06591797,-0.1098633,-0.2202148
777,-0.1875,-4.5,0.625,-0.1894531,0.02929688,0.9936523,0.06591797,-0.1098633,-0.2202148
778,0.125,-4.75,1.125,-0.1855469,0.01757813,0.9897461,0.06591797,-0.112793,-0.2202148
780,1,-5,1.6875,-0.1894531,0.005859375,0.9858398,0.06689453,-0.1113281,-0.2192383
781,2.5,-6.5625,2.4375,-0.2084961,0.001953125,0.9975586,0.06689453,-0.1113281,-0.2192383
783,4.0625,-7.125,3.125,-0.1855469,-0.01318359,1.005371,0.06835938,-0.1098633,-0.2202148
784,6.125,-7,3.9375,-0.1777344,-0.04785156,0.9819336,0.06591797,-0.1074219,-0.2202148
786,8.6875,-7.6875,4.875,-0.1894531,-0.04394531,0.9936523,0.06591797,-0.1074219,-0.2202148
787,10.9375,-7.9375,5.625,-0.1928711,-0.02880859,1.008789,0.06689453,-0.1113281,-0.2192383
789,13.1875,-8.3125,6.625,-0.1928711,-0.04394531,1.001465,0.06591797,-0.1113281,-0.2192383
790,15.6875,-9,7.6875,-0.2045898,-0.04785156,1.012695,0.06591797,-0.1113281,-0.2192383
792,17.75,-9.9375,8.875,-0.1967773,-0.03271484,1.012695,0.06689453,-0.1113281,-0.2177734
793,19.25,-10.625,10.3125,-0.2045898,-0.01708984,1.016602,0.06591797,-0.1098633,-0.2177734
795,20.75,-11.25,11.0625,-0.1928711,-0.005371094,1.005371,0.06591797,-0.1098633,-0.2177734
797,22.1875,-11.875,11.4375,-0.1928711,0.005859375,1.001465,0.06591797,-0.112793,-0.2202148
799,22.625,-12.375,11.5625,-0.1738281,0.03320313,0.9897461,0.06591797,-0.112793,-0.2177734
800,22.625,-12.4375,11.4375,-0.1738281,0.06787109,0.9936523,0.06591797,-0.112793,-0.2177734
802,21.375,-12.4375,11.0625,-0.1699219,0.09130859,0.9819336,0.06689453,-0.1152344,-0.2177734
803,20.5625,-12.4375,10.25,-0.1660156,0.1142578,0.9975586,0.06347656,-0.1137695,-0.2177734
805,18.875,-12.375,9.25,-0.1660156,0.1220703,1.001465,0.06347656,-0.1137695,-0.2177734
806,17.625,-11.8125,8.375,-0.1777344,0.1220703,0.9975586,0.06445313,-0.1137695,-0.2192383
808,16,-12.3125,7.625,-0.1777344,0.1181641,0.9936523,0.06347656,-0.1137695,-0.2192383
809,14.5625,-12.0625,6.875,-0.1582031,0.1108398,0.9897461,0.06347656,-0.1137695,-0.2192383
811,13.3125,-11.625,6.1875,-0.1582031,0.1108398,0.9858398,0.06201172,-0.1137695,-0.2148438
812,12.1875,-11.5625,5.5625,-0.1699219,0.1108398,0.9936523,0.06347656,-0.1152344,-0.2177734
814,11.3125,-11.75,5.125,-0.1660156,0.1069336,0.9936523,0.06347656,-0.1152344,-0.2177734
815,10.4375,-12.3125,4.6875,-0.1699219,0.09912109,0.9975586,0.06201172,-0.1152344,-0.2177734
817,9.625,-11.5625,4.5,-0.1464844,0.09521484,0.9975586,0.06201172,-0.1166992,-0.2177734
818,9.1875,-11.125,4,-0.1542969,0.09130859,0.9897461,0.06201172,-0.1166992,-0.2177734
820,8.5,-10.5625,3.75,-0.1503906,0.08740234,0.9936523,0.06201172,-0.1181641,-0.2163086
821,7.5625,-10.1875,3.4375,-0.1542969,0.09521484,0.9936523,0.06201172,-0.1166992,-0.2177734
823,6.9375,-9.5625,3.0625,-0.1464844,0.09521484,0.9858398,0.06201172,-0.1166992,-0.2177734
824,6.4375,-9.1875,2.875,-0.1464844,0.08740234,0.9858398,0.06054688,-0.1181641,-0.2177734
826,6,-8.5,2.6875,-0.1386719,0.08349609,0.9858398,0.06054688,-0.1152344,-0.2177734
827,5.5,-7.8125,2.5625,-0.1503906,0.07568359,0.9858398,0.06054688,-0.1152344,-0.2177734
829,5.4375,-7.4375,2.5,-0.1464844,0.07958984,0.9780273,0.06054688,-0.1152344,-0.2163086
830,5.1875,-7.0625,2.3125,-0.1542969,0.06787109,0.9858398,0.06054688,-0.1181641,-0.2163086
832,5.4375,-7,2.5,-0.1503906,0.05615234,0.9936523,0.06054688,-0.1181641,-0.2163086
833,5.875,-7.0625,2.6875,-0.1503906,0.05615234,0.9819336,0.05957031,-0.1181641,-0.2202148
835,6.5,-7,2.8125,-0.1503906,0.04052734,0.9936523,0.05957031,-0.1181641,-0.2202148
836,7.4375,-6.875,3.375,-0.1425781,0.02539063,1.001465,0.05957031,-0.1181641,-0.2202148
838,8.4375,-6.5,3.6875,-0.1464844,0.02539063,0.9897461,0.06054688,-0.1181641,-0.2192383
839,9.375,-6.625,4.375,-0.1503906,0.04052734,0.9897461,0.05810547,-0.1191406,-0.2163086
841,10.875,-6.9375,4.9375,-0.1621094,0.02929688,1.001465,0.05810547,-0.1191406,-0.2163086
842,12.25,-7.4375,5.375,-0.1699219,0.02539063,1.016602,0.05957031,-0.1166992,-0.2148438
